Id,TotalViews
788372,-1040.257835337103
2321,212230.03501734187
20569,-421.6594534358711
12147,-964.9507561828174
49290,15481.576522939416
1120303,-1043.592218920444
804435,-1014.9195132949174
799259,-1021.6966546164949
732777,-905.900902690013
266168,-212.0257725788075
1006860,1966.9637705909356
1019097,-320.9340208926573
1178252,-852.0696226702246
2606,1475.2222117665126
1154479,-819.4167149775559
695340,390.58935337407456
1514,834.3950562285016
15776,-639.6450659684517
405969,-893.9278293277532
731452,-1043.4053706560837
969158,-937.2271198198767
58791,-1049.9134486980684
70176,80300.23853422902
2676,84.2349995946779
404447,-1029.6396490012296
971841,-923.3966361350246
2423,2162.927642931134
1050896,2559.2446460682586
191114,7137.229338049367
1082416,-659.8530134746785
642715,-1047.3651330048851
104585,7688.758909019268
782994,-1049.7530263383005
971347,-663.3312646385585
15213,1725.9988691635733
11309,53053.23586564337
305170,-919.637457335393
1035997,15044.268144897173
687793,903.3362647883629
566507,-130.307967352716
1014171,-967.7453355621856
512081,3592.358090505287
783648,-1048.7173045801105
783139,-1037.0160065667083
787163,-1042.0615292878497
655920,-1040.415893141181
49853,2951.1736901933955
38887,-805.6530271318725
934703,-1040.6550643982716
31428,-428.05600430082285
1033,26172.228682331268
6333,7.630806584270431
4311,-714.540483232124
895094,-859.1197274818634
1198784,-1002.844886861914
567769,1383.9396491003588
26608,2758.022365015012
415635,-75.04482887389315
605915,-999.9121328901206
924197,-1017.7471777747995
893675,-992.1746804610536
45504,-793.121828310404
82756,-19.754745563533902
1127928,-1007.4079955643354
58656,-1050.2563405993922
167377,37366.62726464878
949731,-922.5073105034442
859835,-995.5761341994719
37598,3667.0819918110246
870293,-1040.547891721198
34590,4458.68496767684
1146214,-1040.3437231320497
29561,505910.6640148565
272148,83.14718208056411
1028943,-985.0074719243554
821893,8872.17975291407
1155816,-955.8241725685959
847456,-984.6224277360976
696491,-118.71353840627341
592735,-537.3053253310757
1258,4185.891883958123
844810,-1025.0416226169227
836721,7478.395552044092
17474,-60.03399159042988
1399,24906.934772447006
915054,-995.974281965669
19404,-17.236112068464763
504308,842.7033941429338
18174,-694.5616170932377
559305,-1026.6652386304177
260364,-1025.2138305280673
33889,232.0502227204729
36614,-543.0152766073377
242512,6746.773668989303
739577,-517.5103056461819
891563,-648.303412532736
781846,-1023.5376288765522
87188,-144.54006440856847
12265,-815.9676599630358
1218132,-1038.3972598792514
5833,404.8996383703627
606286,-893.9714879956789
39,20517.179256459458
41456,35958.4823002964
868896,-1022.1260074909202
488624,1724.8031685148617
811242,-1049.556966578967
127117,-547.6452985484317
1092024,1326.5978365353672
482805,-1006.1813948129338
608626,6493.581253417307
850584,-631.1827185265938
568930,-1048.1250446252152
18105,-158.40524098916342
498687,-582.7203617293817
757458,2368.2926794065575
650631,-765.1885808658765
829060,-595.8446385155198
783507,-1037.0160065667083
3705,17652.543787045433
540423,-688.6312023028025
547304,-679.1311128288573
671150,-1041.4911792585813
68615,-940.3409160600718
783310,-1039.8441342150609
950284,-1047.0901616724277
932850,-875.4325911447793
2290,12347.790359152703
661938,-1052.748625856597
34047,-865.6097685572461
1187824,-988.2875550372214
194,28597.324759329058
1012162,-1045.473215002185
17979,-622.5336514697468
31237,-606.151615638732
32809,28148.13315323167
1000904,-1044.8718806765962
145753,684.2321376471334
22741,-996.0705196679596
989669,-532.1425575254216
870677,-670.3825685577467
9232,191051.59399661922
1036526,1275.1463367632105
783415,-883.3911341234722
604871,-669.5557406294993
1131458,20735.059786085963
569234,2740.6337241267674
819515,-555.154104202595
705254,2066.621892966461
1215557,-1040.2179630711062
318,12747.532729607661
2628,2628.1546230838176
1023726,-815.1614851224891
114467,1177.4241532134288
1201645,-984.559549299593
907845,-1044.5200367600448
18767,-181.12960593812835
470264,-982.3240884778534
932032,467.26240631563815
284327,-602.5223699367377
365716,-990.6029343925235
680165,12773.63817869501
653,17092.28075530482
982280,114.33549360631287
108441,17293.591123498933
1126695,-1001.6622806554915
715094,-1042.6126200913304
845924,-959.3728743170338
902298,2667.7638334546855
587005,-983.4099715137922
18068,1348.975776421054
557629,314282.3177112073
474713,-929.5004023334764
503922,2388.337110358837
960555,-672.8952698620529
627279,-91.99932020746417
783326,-1039.8441342150609
275012,345.04920936906285
576683,1314.4887450680017
1184806,-1042.1380231751723
937570,-704.2794783670389
1050075,-1038.6849875928303
6785,-676.3333060374504
757066,-303.40106983615965
24498,-815.7267777273479
776584,-1043.052151068099
11896,-704.4392068646504
939600,-786.6531636372905
992051,-753.9734954327724
657109,-877.863157905103
1186612,-1048.199063489092
920784,-1031.4492602851283
899287,-835.6217620997575
1080107,-1032.225484365852
278940,-330.1625478160017
1140574,-826.824851086646
1205239,-1036.349079244894
525097,-988.8949215437291
742296,-1041.1509167971385
942976,7734.044398689111
1095741,-935.1677136855965
729388,568.81155455413
1032846,-326.56157390469696
910073,-1024.4352634859847
1076721,-1045.0268495756995
54597,-841.3372250553646
1173115,-948.3565044829508
509848,1852.4851787743964
611893,1095.4764399226965
700663,1036.5898789838657
984648,-951.12121672208
413814,-734.1255694190088
878052,-1049.8341910594652
2381,15904.87351840065
31408,2094.909423530212
948677,-961.8793420360563
634373,-993.9584348284271
1043608,-1019.977642358807
768738,-1048.6989331776438
661308,22943.1591390698
311,225174.91145815945
58,114429.03928792826
919652,-470.76231550019395
916221,-619.8465224645043
544536,-443.17095870578987
635391,502.01618075734007
676665,-973.6489987889016
1163056,-1048.146536197604
409237,-575.712239088497
10000,40855.234844879466
95865,-82.55221760443214
670030,290.99293843274177
995638,-711.610871807199
671399,-996.1415723493013
596396,1309.1137402612953
838228,-1048.8785990606525
1110216,-1025.8572194403796
923139,-1037.4921713225601
783581,-1049.7530263383005
783577,-1043.6134447853947
58811,-1048.1731385904368
995639,-818.504667188209
856147,1491.5103109258762
795618,-882.3644961801688
935914,98505.4345292084
1881,2728.4493411728517
1203832,-70.05629247723482
1132532,-1043.3946028738853
838284,-1038.576208357196
484252,-453.58054665009456
657267,-872.669052259257
1304,6687.610306541836
454670,3157.9316622609385
861645,-1049.7062598144978
142310,281.8914369902293
649797,-955.189714755358
1653,44729.36959331586
947578,-698.8196507702945
62960,42989.933298764096
245758,-1021.1332125104294
116391,7345.762255602456
1118474,-187.3255484847569
31465,-831.6606902092637
459568,819.3984275551741
594536,-642.7814074540429
635943,10412.458706376236
405072,-672.102304393635
1188896,-1048.2145867448178
868375,-1047.5393353210068
560964,-914.8544202071153
617063,-983.9782482779132
783790,-1048.7173045801105
1151913,-958.0665542001487
445580,-765.8307782189755
441608,-600.6022191658744
55756,-857.7359545893653
1167536,-1046.1166856743941
173124,23717.890873932854
687493,-528.6316087637219
3330,14826.45390550388
585270,-964.4735496067243
269520,-121.57669007566028
1163249,-1045.6338450023436
187466,80448.97703591587
12962,7397.907237696658
860828,-963.8171025056577
1167276,-1023.1125022141055
12927,4715.7907951235975
1012366,-596.5268614420547
563388,-597.0160821373427
118865,-1033.9696511927998
677111,-915.6844290574545
3955,-1050.0804060666712
879657,-849.1526636252888
2050,76025.06209382726
969946,-999.6388075893269
2098,-882.5603448082476
1055099,-1027.084974913596
621252,-932.8247326838454
292,21784.312506150025
864452,-623.6169144903768
788,4511.309866611152
1159749,-302.2701485007633
312087,-1044.3779512232502
1149718,-1040.9589385445454
540238,-836.8582893069956
625154,-1048.3782475020002
629509,-997.5322894063047
677408,-735.796824040164
25830,-98.76027092082427
807533,-996.1806663764431
301020,1888.481598908368
414929,1039.8972681551422
75262,-131.224604034746
1148331,2714.773948289134
841995,395.0973885529978
958868,1276.612695473953
41335,-825.6367255566258
964536,-711.028495406107
806524,620.419882290924
722688,-983.7730398868799
965053,-655.329209650227
1361,74537.2480425857
434472,-877.7284966545577
980,10575.148707101966
41172,5655.722336937313
965698,-990.9490215492729
1015574,-872.8097647682172
82591,4185.81334196521
44289,-839.8650566843282
44722,108.02374775979501
88550,-875.1995196029674
158778,617.0191893173187
168981,-877.6629149238172
35503,10422.50691160834
31461,1256.8030650939218
1162915,-1048.5737168582434
657629,-1048.20582920381
589453,-739.8415890169309
422339,-362.6115461234975
989445,782.3080009832081
410776,-1033.04321736954
603215,-971.3462877389261
220,18337.05466338237
168949,11155.910277549301
1425,-157.30964788572726
54705,26500.45459938177
34083,4756.465151302487
3147,12525.64474564467
570881,-458.1350044589172
1172392,-1044.11231492926
550245,-1003.5118038458467
1010016,-888.4966690755048
980894,-888.3030936831427
598677,-771.4419470518275
877488,-673.5426420245121
1008116,-1029.5067351382554
2123,3221.295064045518
771320,-1052.9058113990716
59119,-1050.1905564113754
2249,-674.9386607294473
31366,166.29092596198336
826704,-221.27583645477978
379107,-710.9949716929951
860618,-807.9160820803528
230286,-992.7091719282977
31231,581.204421104852
831684,-955.1317667239241
822182,2988.8546921968546
388321,697.6460842416508
929120,-1050.6724155005957
368066,-859.1742368634141
102034,75022.32130413174
984894,-916.9928537007848
162158,-1039.426851992044
840484,143.34072345461334
844747,-1010.594887407078
1027553,-1047.650259381367
7369,1628.994410245706
795811,-672.6012741487796
22661,-47.40851570540258
1138802,-1046.651691961293
3634,-237.70361834802685
847260,-897.8439050989099
1063263,-1039.1635744848504
1117927,-1045.0927914068286
456509,633.1250567654643
14728,2004.8681322483778
1123890,-1014.1959722134598
38130,4979.12016220266
474815,-1000.9775829414026
847746,-961.0657059851156
866,645.9469882271245
66014,-21.298901013132422
33967,2094.9050510837087
1334,-533.7510832125206
312081,-1028.4437353124492
553276,2723.770408332211
569763,53371.19116250588
391322,-726.5878666110086
583476,-999.3031053911976
356552,-794.1545084805214
39285,-803.213680983416
1069025,-1050.440325169758
901717,-656.3421580817226
870483,1277.4149930901663
439052,3020.3388379807566
897337,-611.6043940636541
46571,-866.4467555711193
49814,-877.2182213919533
222487,176720.73040161203
621411,-1027.398008675756
33895,6810.871217779839
839100,-646.6585177509575
49832,-670.028221914811
971089,343.7834315140125
739749,-938.0482723657065
14293,-536.4606493231345
169747,-1039.4454299098297
756786,-998.7542383637847
972382,-736.2484414573721
798209,-978.0078019314082
198852,-1033.712633944778
465,19585.635460238394
1049257,-891.013145672719
950540,-1040.642498233776
742716,-1044.1836461165835
838975,-1014.8388665887873
26957,-800.6247546160686
917854,-938.366016469005
1190924,-1041.2678105530672
629996,-990.8324015879209
668798,-709.0918738890194
681741,-654.3365572202832
739471,-396.59327377871887
616287,-779.7116232083049
159866,-706.7820308643335
720497,8860.424682851408
30955,284.01213280459
52310,-805.3640823666115
857047,-928.9187698827345
763499,-1039.8227275110742
885649,-836.2428586346992
1008099,-972.5611141678417
911049,406.6874739207808
789599,-956.2163564250421
1624,4515.104805577981
1053211,401.6431580199459
454536,315.08708405207744
128384,41887.53673663098
1164279,-1035.2698589461043
12799,37744.10985480766
46998,-745.3505093552241
34683,46541.21471663685
689044,-1026.9064883255307
503785,-859.4327090117118
440921,787.1830918154217
885,-410.19651300674946
827789,-22.66870077912813
177394,922.6345373842071
934736,-962.2942935557761
29462,2535.8855101837144
585838,27.210323846266192
615057,-463.58872630610557
1037341,-916.80067379442
1004,-619.2236298532273
693532,-1050.6003191361158
102464,-738.4280980238502
601995,-1028.7071310957263
156095,-575.2550425525078
34510,-899.3336867901644
985314,-1000.7734277844304
829272,-882.2830658420371
1176996,-1039.898474588976
428696,-1041.4036098036186
811314,-1014.9390614061172
1181054,-1033.1449498066963
11167,311285.09263154544
58702,-1047.590365656398
618995,-1009.4921593905399
1043606,-951.9939178481629
497144,-862.8305439881701
811880,-963.886213890024
566790,546.9783770941007
463373,700.5961238762172
35652,2528.384470577136
701043,-956.1267223025809
413308,4932.3070477328565
54603,-838.6691047666952
572545,346.289611635196
592396,1050.3295921031208
1191180,-1019.8387684571404
389461,-746.6501289457726
1099041,-1030.1700621737018
900034,-1040.5870498683798
1175232,-1052.3178195269104
860882,-963.7018326417908
29824,129.69404150912703
105881,12374.343117807548
1068233,-1012.6196908171504
984172,-963.8496152107223
834501,3948.517613506429
76926,1878.3165604150438
502051,-1047.2104141534103
56780,-581.6096017414416
954777,-980.0451501781199
538314,981.7594843715491
844247,3364.500037548548
1136620,-952.4745654433214
365281,-1013.8719595062738
1007441,-966.1038455674858
80201,-142.43451109545003
608372,-922.639569211697
447096,662.3625523166688
1221604,-1047.4027943705216
52432,3514.772698897833
476871,-1040.464050608428
41766,11133.131575633468
866622,-1047.540532518561
466173,-995.6173306015701
765172,-1011.8236457415302
271288,-713.7764716951594
714283,-860.8006641085743
396744,2449.4783859534937
506552,-1016.400398393824
1002,-533.7937894997938
424154,-787.9582083412788
130081,147230.07869024476
33985,-288.6294666484361
821531,4408.334718043436
608662,-991.7021792339539
975190,-814.2576148668608
658092,-1049.9483966599926
834656,4377.693275752094
1053596,-998.909464857994
31244,6376.315708657179
1536,-743.8553427124469
707997,1573.57472888278
617123,222.09814983440378
485170,-883.5945227289163
1219947,-1041.0984140718485
872906,-995.3320890157812
617116,-539.1480636948415
967440,-908.7304504746122
401777,-344.8684266101226
199750,-468.3777701938569
610019,-924.4292574193038
68935,-270.88266310439843
56631,8268.318294072145
41723,1899.4421293350342
968663,-970.2042749275705
772181,885.037782569124
759900,-526.1798245222203
597996,-1041.9283447940018
192896,4825.454566859076
829978,-1008.3181077202827
286394,3100.2585147562168
618189,311.7742118576738
78953,20633.057290866112
210633,-167.49007215934347
410923,-783.7849941144613
775836,2482.06246688538
644010,-975.2981745370093
787917,-699.0562385799554
783619,-1037.0160065667083
1189,171581.45190501987
218477,12907.827828595018
1074555,-969.4350793540927
157473,-997.8105834047085
578412,1344.075585608738
234678,-646.2881232896883
1135584,-1049.2691866784085
413027,430.4903303121491
875981,-479.3291445175999
856506,-696.0726562367555
781834,4179.007129334488
65855,6663.8216925652905
846716,-521.5859511993638
2782,3921.405075122909
966713,-815.6190103199478
703624,-941.8229036657284
228477,-209.253655001801
679952,-903.8835928532899
230712,266.00819845938076
1140661,-992.9394903847601
363573,-1010.3098864513074
988251,-972.7801353944839
288758,526.3388286230561
804794,-896.0152102860751
8393,12485.558497016864
7596,6545.313812546924
614407,2341.999228824401
785091,-931.4136273059364
231742,-955.3674745107817
590128,187.42955211515675
303083,-77.60537154083556
2072,-821.1167379429066
547394,103.08952966356287
541677,-898.6955817575854
896218,-1049.1681421598084
946906,-365.3900594008425
124897,16089.284712564015
845783,-1038.0832164998465
545567,19077.654654704595
1211761,-1051.236307667412
621087,-658.0571765348938
1070842,-559.9527890705632
698,43130.9300084874
826912,-1047.0389777702535
33906,-281.0340184957879
2520,73776.523792439
579075,5988.571983487269
547293,-816.0278555514636
388733,-1039.117827540759
178608,19638.242777139807
866537,-1038.4266527611353
816723,-876.3358487954965
12083,-38.04903825380927
760123,-1049.4207354710666
586148,-808.1948193480757
40540,442.54386972646205
838236,-1048.8785990606525
886345,-1037.1064035116408
583344,3880.2843378924713
284676,-314.8811084807881
31401,-778.2773789540212
514863,-236.670231610496
15652,51307.896938382975
836136,-1045.9624704895493
953985,-147.18976867866525
806,442.8813744654967
49837,-858.2115747487054
364802,-995.9725129983655
783492,-1035.5769984509361
95498,1096.1719133429044
13933,2716.341828383648
463537,-1051.0565244119941
56581,-640.890326393977
370606,-1011.7356623578036
1380,6394.980804583199
992428,-933.4885206719907
95177,-914.6298004113514
797113,-780.2544619428646
49848,487.7343602483312
510673,238.93547381140093
503816,-674.1431497250901
835343,-1048.0445781785743
746123,-959.3313839629478
894059,8954.685614707574
2807,21476.920542908258
132078,-742.1801794435038
590842,-953.6627190697167
6653,6486.369049546973
345,74852.7726872291
1219288,-1040.385678948409
444873,-1014.2486562349555
878419,-979.0792315442311
18352,-527.0706327779312
424272,99.26520656014168
1169057,-1037.5680885119948
986831,-818.2543204762028
1089,-533.2797193328792
59510,-1049.8571824745486
1107002,-1006.048311325845
891072,-1040.243706403305
611842,-971.234020166342
1191427,-1048.106872581471
584250,943.3047008243727
389591,791.6562701712099
1162762,-577.5311040761279
34700,-823.154758131137
1202632,-1049.8031888747716
592977,-1000.8241261563614
28418,870.7429639075565
270,67098.70930659233
26768,-808.038376200693
1080094,-494.53426507354885
1106617,-282.3796518081669
49047,-235.2821789677232
402927,-32.09361235522647
505657,-927.5876004799958
871883,-1048.9122196961534
961353,-968.0516338068613
791496,2137.1519350587996
1067902,-952.8438947724449
576165,2444.4402938649846
1027824,-1049.84967166153
924774,-264.1220167494241
9669,1729.184967061076
31392,549.5166931069434
325526,-1029.1539054737636
986699,-852.6923128522969
661346,-871.6519836272465
578813,-1039.2115959229143
1060993,-953.7545177393902
1129703,-1009.9281984807353
425324,189720.49268740218
543087,-512.375256459731
592363,-1036.0299485231803
190436,-732.7776742218177
553952,-624.0447524190254
901527,-991.9564261776559
13479,17354.650136793443
50539,117472.76813035409
1156356,-974.2787186056956
417972,-1047.5527354627925
98279,1246.8575935775184
1077765,-1042.9563466166637
558703,1902.930377204993
996246,-1006.9741433882745
1110258,-997.9040278790767
33917,7129.657916533846
966361,76.97506115861768
1181647,-958.392795254347
425684,-1023.4605822592993
1055443,-763.4392939860516
930192,-1050.353198967377
392130,-348.34883511688025
879872,-343.3641023775012
783093,-997.9615267520488
891476,-781.496944785157
13167,4369.769178028657
62603,-474.58791445728025
1073462,-1029.6019571391212
602639,-996.0688487734724
388571,-940.6050825411894
982547,-1028.739419525686
558811,-863.8056233645189
586847,-16.172386958057587
389242,-1046.6873904910142
145545,16073.448082353054
973330,-1050.4004682348511
33978,-123.5326888528839
1209092,-990.2499342187552
711,20502.626960279882
567121,838.8979149924896
1200877,-939.3548549362894
179831,1386.321216658693
120571,-928.3239079311318
802501,-1040.4146205543875
58673,-1048.1613635521994
1206027,-1022.7586021226233
863490,-1038.429768695233
636908,-123.09478136870189
972623,898.2559322552003
951241,-996.7025429443909
6502,-991.4494804863226
735529,-713.5848476767925
411830,798.7255163884004
104,124078.91831243297
632629,-846.036744850082
783490,-1005.5576442674356
736111,-1050.3099365357612
258355,-1006.3909617188626
2478,163632.4761948325
11307,11608.977373717642
871327,2604.1844968544374
2490,16605.97032786082
272783,104.18590857476318
559632,-997.9919025704331
930637,-1031.7390767477189
728526,-712.7952903628794
38633,-1010.9148896745935
445,4819.757834125813
152921,-952.64463338972
889040,-1044.842087470751
9425,12791.042066214486
26469,-379.882680754578
123676,890.305253263944
871081,-1048.9122196961534
1135591,-1051.7208609958939
225284,-1018.2413929733609
876734,116.13652722101904
1407,2126.4490368519237
1168995,-1042.8043850589804
907961,-859.3872302112139
93138,-48.001321845300026
18061,5528.253861742905
201435,1780.904279747515
788483,-639.2330309644829
264247,-747.5740810947902
644830,-1014.874127493452
757902,-1036.7186624679816
3079,16515.431398792025
1181805,-931.2054171621658
481487,-1021.0054327051525
121670,-786.3315324325865
713966,-1050.595903190953
412163,192.84009728434523
26764,-646.7917345415183
723243,-1033.5873055517047
1202130,-1025.6764945887087
470244,18355.947227195848
194252,-853.2755211755984
13421,12330.838612429936
899418,-1035.5888913214458
575706,-893.6330067662653
63903,31343.002635473007
1343,813.6886623256403
521303,249.0072078629147
573857,-1040.778635606578
899261,-433.1990837666183
600455,-1020.2779470571978
509616,3617.6613224725843
1971,8656.651849712496
199247,802.6621050561199
783814,-1048.2585550686254
1706,29373.380380494134
823017,-296.7029388487398
928894,-782.1362936951369
1091779,-1039.6680417232492
23301,-591.3932465507805
161634,21376.65208689023
1041694,-501.00936499867265
17825,19475.445403797596
972222,-1027.750025156434
1096312,-799.7422228877015
838229,-1048.8785990606525
70364,-1022.4074831467711
11827,357858.5048522117
3148,-487.68511362587975
802817,1486.4826258324185
75368,30323.93654543068
1010231,-930.5506336449678
891510,-1037.3910515153138
682483,930.3071877868099
312020,-1040.5730329374478
791297,2593.5999417345874
19133,1262.3841184456242
41808,-374.33069990006385
639329,-629.4719932295276
86329,12890.659387309955
944487,-986.1819483418292
577223,-808.4433043070023
1138072,1267.7389192301666
846207,-861.9812804072333
713536,-1001.3875216559891
827990,-1003.5987377319358
91277,-620.8650421659539
22912,27345.057135991545
609886,-1042.9425392546466
439148,-902.2935502301601
1222181,-1045.2640327991269
92400,-832.6913765774871
415761,4913.716241155611
411455,-1017.931129298378
925610,-240.15283372601743
911305,-713.3625528197383
755231,-624.690012980937
582088,17462.843689161913
387,39493.301710845815
547417,-129.29472923305457
509,4212.67942382514
903674,-508.47218117830437
647975,-910.575755144129
275219,1243.2808462376913
274208,6943.283328199279
815,809087.1128929809
859801,-1020.7929164081353
1219979,-1043.9248387494695
7444,3305.647634692461
1106609,-1035.3442518622478
10562,3942.956554613747
490623,-475.2120975090962
16876,8707.365732785605
7606,5086.388824085414
559735,-732.0775367455233
673508,-997.2915613208708
820200,8588.559224689452
116054,12862.267909723912
868359,-1047.584461571619
948814,-1031.2741930777308
30321,2349.9017594407323
786381,-656.3962346843892
1027273,-1048.836493079646
783805,-1040.0526080002428
380130,-1046.795416326166
176707,-245.020120155636
18891,913.2943796110659
735516,-602.4804851074601
507962,51656.55235341094
886360,-1039.1928922726133
886825,-953.4046356668412
1086531,-794.5811652603064
732343,-1022.5510069924956
620869,-965.0561670029354
587274,-780.2423758888294
653195,-983.6377363984944
874697,-620.9384249889088
250066,-1018.1610648723038
568026,22654.720647298673
1095097,-1014.8156926173065
975995,-917.793784029184
872565,-190.90105757962226
59245,-676.6144655429821
382769,-1003.8159622775798
822732,-557.3808849441677
447516,9532.039223398486
229578,1573.9216664034352
1101376,-1018.8217577530562
468404,-122.48896429677609
1119621,644.1094977900482
778129,-664.2032378167445
77652,-611.6537377363964
970209,-849.2964307062806
20273,-797.5432219713966
133853,11237.725538807135
1018259,2628.6574026352773
23938,693.2940892855514
1070211,-1003.7306975507854
714020,-974.7999361536959
58753,-1050.2427458585635
2806,1372.1722715899714
1156255,-960.5454204487706
877297,-15.742899214361614
943820,-916.2104749087662
24806,2043.6231504108512
1077665,560.589566436116
41827,-255.64961016773145
971997,-989.0947683140174
162204,-743.8355690038309
821299,-1050.3009575795152
538065,-546.7143294148589
695648,-986.5357829000179
354058,-867.1118069821955
468411,-592.368347440664
925036,-902.9013105972215
49811,-710.4040910180096
20293,-888.4418831820502
475480,-735.6013412307941
663965,-998.3482974046506
783503,-1030.2080414316458
833672,-997.712617442933
1167832,175.67654338307273
110831,-713.3441042722236
314562,1264.5595971047333
1487,64951.31660459228
232870,3399.4482965660036
1098844,-1009.5135426832625
162155,-1038.1679400682376
35498,8697.66489719593
730033,-972.5831914372227
563902,4769.6495476290365
965785,-966.9846799359912
897575,-1051.4606113226534
792115,3937.979155834745
56,27010.818637629345
124738,12808.536696587129
924402,-1012.8289248428599
1269,11644.368929070744
76707,5323.272138785014
1150,53614.01903182046
1046407,-1022.698374879803
595706,-1034.7769821505542
1054729,-888.8397422421391
34038,-194.48266422158383
