,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s
10,2,2.0,0,3,1,1,10,3,,10,1,11.0,0,0.29,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,8.0,7.0,6.0,9.0,7.0,4.0,7.0,2.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,0,5.0,7.0,8.0,4.0,6.0,3.0,6.0,4.0,2.0,3.0,,,,,,,,,,,
11,2,2.0,0,3,1,1,10,3,,9,2,12.0,0,0.18,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,7.0,6.0,10.0,6.0,6.0,5.0,8.0,4.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,0,8.0,5.0,6.0,6.0,9.0,6.0,7.0,3.0,2.0,3.0,,,,,,,,,,,
12,2,2.0,0,3,1,1,10,3,,6,3,13.0,0,0.1,0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,0,5.0,8.0,9.0,6.0,3.0,4.0,6.0,7.0,2.0,3.0,,,,,,,,,,,
13,2,2.0,0,3,1,1,10,3,,1,4,14.0,1,-0.21,1,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,1,7.0,9.0,7.0,6.0,5.0,7.0,7.0,8.0,2.0,3.0,,,,,,,,,,,
14,2,2.0,0,3,1,1,10,3,,3,5,15.0,0,0.32,0,24.0,3.0,30.0,10.0,20.0,10.0,10.0,20.0,1,10.0,10.0,10.0,10.0,7.0,8.0,10.0,1.0,1.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,0,6.0,8.0,7.0,9.0,7.0,8.0,8.0,6.0,1.0,3.0,,,,,,,,,,,
15,2,2.0,0,3,1,1,10,3,,2,6,16.0,0,0.73,1,25.0,2.0,50.0,0.0,30.0,10.0,0.0,10.0,1,7.0,8.0,7.0,5.0,7.0,7.0,7.0,5.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,0,8.0,7.0,8.0,3.0,6.0,2.0,6.0,5.0,2.0,3.0,,,,,,,,,,,
16,2,2.0,0,3,1,1,10,3,,7,7,17.0,0,0.6,1,30.0,2.0,35.0,15.0,25.0,10.0,5.0,10.0,0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,1,7.0,5.0,9.0,6.0,7.0,9.0,8.0,7.0,2.0,3.0,,,,,,,,,,,
17,2,2.0,0,3,1,1,10,3,,8,8,18.0,0,0.07,1,27.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,1,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,0,5.0,8.0,7.0,5.0,9.0,5.0,5.0,6.0,2.0,3.0,,,,,,,,,,,
18,2,2.0,0,3,1,1,10,3,,4,9,19.0,1,0.11,1,28.0,2.0,50.0,0.0,25.0,10.0,0.0,15.0,1,8.0,6.0,9.0,9.0,8.0,7.0,8.0,8.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,1,7.0,6.0,8.0,9.0,4.0,5.0,5.0,6.0,2.0,3.0,,,,,,,,,,,
19,2,2.0,0,3,1,1,10,3,,5,10,20.0,0,0.39,1,24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0,6.0,5.0,7.0,7.0,9.0,7.0,6.0,9.0,2.0,24.0,law,1.0,,,,2.0,2.0,5.0,Alabama,"35,223",65929.0,1.0,5.0,1.0,law,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,,,,,,,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,,,,,,1,6.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,2.0,3.0,,,,,,,,,,,
20,3,3.0,0,5,1,1,10,9,,6,1,11.0,0,-0.24,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,7.0,8.0,6.0,5.0,8.0,4.0,5.0,2.0,1.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,7.0,9.0,10.0,7.0,8.0,9.0,8.0,7.0,1.0,,,,,,,,,,,,
21,3,3.0,0,5,1,1,10,9,,5,2,12.0,0,-0.14,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,6.0,7.0,10.0,6.0,6.0,5.0,7.0,3.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,9.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,
22,3,3.0,0,5,1,1,10,9,,2,3,13.0,0,0.09,0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,7.0,9.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,
23,3,3.0,0,5,1,1,10,9,,7,4,14.0,0,-0.04,1,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,1,7.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,9.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,
24,3,3.0,0,5,1,1,10,9,,9,5,15.0,0,-0.14,0,24.0,3.0,30.0,10.0,20.0,10.0,10.0,20.0,1,6.0,10.0,8.0,6.0,,,6.0,1.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,,2.0,,,,,,,,,,,,
25,3,3.0,0,5,1,1,10,9,,8,6,16.0,0,-0.3,1,25.0,2.0,50.0,0.0,30.0,10.0,0.0,10.0,1,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,8.0,10.0,10.0,7.0,9.0,9.0,8.0,,2.0,,,,,,,,,,,,
26,3,3.0,0,5,1,1,10,9,,3,7,17.0,0,-0.26,1,30.0,2.0,35.0,15.0,25.0,10.0,5.0,10.0,0,6.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,8.0,9.0,10.0,7.0,7.0,9.0,8.0,7.0,2.0,,,,,,,,,,,,
27,3,3.0,0,5,1,1,10,9,,4,8,18.0,0,0.29,1,27.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,0,4.0,5.0,6.0,4.0,6.0,4.0,5.0,1.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,
28,3,3.0,0,5,1,1,10,9,,10,9,19.0,0,-0.15,1,28.0,2.0,50.0,0.0,25.0,10.0,0.0,15.0,1,7.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0,,,,,,,,,,,,
29,3,3.0,0,5,1,1,10,9,,1,10,20.0,0,-0.47,1,24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0,5.0,6.0,8.0,5.0,8.0,6.0,5.0,5.0,2.0,25.0,Economics,2.0,,,,2.0,8.0,4.0,Connecticut,"6,268",-1.0,6.0,3.0,1.0,Economist,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,,,,,,,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,,,,,,0,8.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,
30,4,4.0,0,7,1,1,10,6,,3,1,11.0,0,-0.18,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,6.0,7.0,8.0,7.0,7.0,5.0,6.0,3.0,2.0,23.0,Law,1.0,,,,2.0,1.0,1.0,Texas,"77,096",37754.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,,,,,,0,4.0,10.0,8.0,5.0,8.0,7.0,6.0,7.0,2.0,2.0,,,,,,,,,,,
31,4,4.0,0,7,1,1,10,6,,2,2,12.0,0,-0.18,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,6.0,5.0,10.0,6.0,6.0,5.0,6.0,3.0,1.0,23.0,Law,1.0,,,,2.0,1.0,1.0,Texas,"77,096",37754.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,,,,,,0,8.0,7.0,8.0,10.0,7.0,8.0,8.0,1.0,1.0,2.0,,,,,,,,,,,
32,4,4.0,0,7,1,1,10,6,,9,3,13.0,0,0.05,0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,23.0,Law,1.0,,,,2.0,1.0,1.0,Texas,"77,096",37754.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,,,,,,0,4.0,7.0,8.0,8.0,6.0,7.0,4.0,1.0,2.0,2.0,,,,,,,,,,,
33,4,4.0,0,7,1,1,10,6,,4,4,14.0,1,-0.18,1,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,1,7.0,7.0,7.0,9.0,9.0,9.0,8.0,10.0,1.0,23.0,Law,1.0,,,,2.0,1.0,1.0,Texas,"77,096",37754.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,,,,,,1,8.0,10.0,7.0,10.0,7.0,10.0,8.0,10.0,1.0,2.0,,,,,,,,,,,
